code,ai_can_execute,ai_commands,ai_packages_needed,ai_logs_output,risk,remark
Wistron-System RAS-00760-V003,PARTIAL,"-- xGMI3 Correctable Error: inject the xGMI3 xGMI3 Correctable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""xgmi|link.error|corrected|uncorrected""; echo __xGMI3_xGMI3_Correctable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + xGMI3 xGMI3 Correctable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00761-V003,PARTIAL,"-- xGMI3 Uncorrectable Error: inject the xGMI3 xGMI3 Uncorrectable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""xgmi|link.error|corrected|uncorrected""; echo __xGMI3_xGMI3_Uncorrectable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + xGMI3 xGMI3 Uncorrectable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00789-V002,PARTIAL,"-- IOHUB Parity ECC Correctable Error: inject the IOHub parity IOHUB Parity ECC Correctable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""iohub|parity|ucp|corrected|uncorrected""; echo __IOHub_parity_IOHUB_Parity_ECC_Correctable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + IOHub parity IOHUB Parity ECC Correctable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00790-V002,PARTIAL,"-- IOHUB Parity ECC Uncorrectable Error: inject the IOHub parity IOHUB Parity ECC Uncorrectable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""iohub|parity|ucp|corrected|uncorrected""; echo __IOHub_parity_IOHUB_Parity_ECC_Uncorrectable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + IOHub parity IOHUB Parity ECC Uncorrectable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00791-V002,PARTIAL,"-- IOHUB Parity UCP Error: inject the IOHub parity IOHUB Parity UCP Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""iohub|parity|ucp|corrected|uncorrected""; echo __IOHub_parity_IOHUB_Parity_UCP_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + IOHub parity IOHUB Parity UCP Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00801-V003,PARTIAL,"-- MP1 (SMU) Correctable Error: inject the MP1 SMU MP1 (SMU) Correctable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""smu|mp1|mp5|mpio|firmware.error|corrected|uncorrected""; echo __MP1_SMU_MP1_(SMU)_Correctable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + MP1 SMU MP1 (SMU) Correctable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00802-V003,PARTIAL,"-- MP1 (SMU) Uncorrectable Error: inject the MP1 SMU MP1 (SMU) Uncorrectable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""smu|mp1|mp5|mpio|firmware.error|corrected|uncorrected""; echo __MP1_SMU_MP1_(SMU)_Uncorrectable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + MP1 SMU MP1 (SMU) Uncorrectable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00803-V003,PARTIAL,"-- MP5 Correctable Error: inject the MP5 MP5 Correctable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""smu|mp1|mp5|mpio|firmware.error|corrected|uncorrected""; echo __MP5_MP5_Correctable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + MP5 MP5 Correctable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00804-V003,PARTIAL,"-- MP5 Uncorrectable Error: inject the MP5 MP5 Uncorrectable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""smu|mp1|mp5|mpio|firmware.error|corrected|uncorrected""; echo __MP5_MP5_Uncorrectable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + MP5 MP5 Uncorrectable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00805-V003,PARTIAL,"-- MPIO Correctable Error: inject the MPIO MPIO Correctable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""smu|mp1|mp5|mpio|firmware.error|corrected|uncorrected""; echo __MPIO_MPIO_Correctable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + MPIO MPIO Correctable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00806-V002,PARTIAL,"-- MPIO Uncorrectable Error: inject the MPIO MPIO Uncorrectable Error via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""smu|mp1|mp5|mpio|firmware.error|corrected|uncorrected""; echo __MPIO_MPIO_Uncorrectable_Error; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + MPIO MPIO Uncorrectable Error dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
Wistron-System RAS-00785-V002,PARTIAL,"-- PCIe slot 1~N: inject the PCIe ACS Fatal on PCIe slot 1~N via the AMD RAS Error Injection Tool (after HDT/unlock + the BIOS RAS knobs from the procedure, e.g. Platform First Error Handling=Enabled + per-unit MCA/UMC settings). Agent stages/verifies with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmesg -T 2>&1 | tail -160 | grep -iE ""pcier|aer|ecrc|lcrc|poisoned|fatal""; echo __PCIe_ACS_Fatal_on_PCIe_slot_1~N; ipmitool sel elist 2>&1 | tail -40 2>&1"" but the tool injection step itself is interactive/HW-level and needs the user to drive the exact inject command.","AMD RAS Error Injection Tool (interactive, must install) + HDT/serial-debug unlock + RAS-capable DIMM/hardware","return the AMD RAS tool injection result + PCIe ACS Fatal on PCIe slot 1~N dmesg tail/mce + BMC SEL, so the user confirms the correct handler fired and the system recovered per the AMD RAS spec.",RISK: fault-injection test; requires HDT/serial unlock + specific BIOS knobs (set by a person/BMC) and the injected error can disrupt/crash the SUT. Run only on a dedicated SUT with the exact injection mode confirmed by the user/FAE; do not leave the injector/hardware in a faulted state after verifying.,
